comment_id,create_time,ip_location,aweme_id,content,user_id,sec_uid,short_user_id,user_unique_id,user_signature,nickname,avatar,sub_comment_count,like_count,last_modify_ts,parent_comment_id,pictures
7279650278550717221,1694925674,河南,7277123079355010344,一个手机只要能通话就够了，没必要攀比,558179094900424,MS4wLjABAAAA8lOvqg1I2ZiIo_u6bqQ1-ABQYnsUrLEg7xscfH11TPc,2833267343,wanna0401,,圆小鑫,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-avt-0015_ed685935e98713ab97ff3536e9bf74f4.jpeg?from=2064092626,1.0,11.0,1765383971993,0,https://p11-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/388ee076accc4dec9f28fc9e56320fb7~tplv-p14lwwcsbr-7.image?lk3s=7b078dd2&x-expires=1765404000&x-signature=tfrJoch62B5R5Fdx0HbvjBvao0o%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=202512110026118A0EFE5D2970AAAAF9B2
7277585241521308456,1694444866,湖南,7277123079355010344,少点攀比心，手机而已。,93171235012,MS4wLjABAAAAKSlvwuR9d2rK6StXBckwe1xqJ_jMgpbFCBYvnv4TepQ,974374515,,,棋,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-avt-0015_90f607ed9413e032a78b0dbe9ffa40ad.jpeg?from=2064092626,6.0,61.0,1765383971998,0,https://p26-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/abb9df03f0e243169b1285f85f003e60~tplv-p14lwwcsbr-7.image?lk3s=7b078dd2&x-expires=1765404000&x-signature=sPJAY3I%2FVKy51M3%2F4%2Bbpnb8Zu%2Fk%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=202512110026118A0EFE5D2970AAAAF9B2
7530637028822106939,1753363070,海南,7506477765864983848,@TAGA: 宿舍里，有的同学在用电脑打游戏，有的同学在用电脑写代码，有的同学在用电脑剪视频。只有一位用华为电脑的同学，玩切换页面玩了一晚上，嘴里还不断地喊着遥遥领先。[赞][赞],1240717280423575,MS4wLjABAAAAvTBDeidBzJMMejvMI1NVWi5lqCgQVEHfEXIVMXzEm-0auYoerknSWy5OXlQlzqL0,80871208631,80871208631,,画画本,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813_c0b874e091494cc78b606fcc6c8eb576.jpeg?from=2064092626,0.0,715.0,1765383979093,0,
7506738954579034938,1747798865,湖南,7506477765864983848,说实话我的手机华为mate60pro1TB，一万块钱，一充电就发热，打王者把全部软件关掉，一局王者耗电10%左右而且比小米还能发热，刷抖音的话用2小时左右就没电了，我感觉不值这个价,347065732305079,MS4wLjABAAAAoP6yDda1ZQvvkQr7KkULkazaTrd-MckDfXE97n4NMII,2812663300,bijisonanji,,最后一次,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813_ocC7AZtaviDA5ADAEziB1DftIAtPgIvSACQdye.jpeg?from=2064092626,0.0,1166.0,1765383979095,0,
7529050283155637051,1752993628,新疆,7506477765864983848,宿舍里，有的同学在用电脑打游戏，有的同学在用电脑写代码，有的同学在用电脑剪视频。只有一位用华为电脑的同学，玩切换页面玩了一晚上，嘴里还不断地喊着遥遥领先。,1467194040138608,MS4wLjABAAAAjQaPvF_oHAoQJDYinv6fxT8tuZ3xaQdYAFVQ2hgz26gmrf8PWAhxyChMBW4UXt98,27361732714,27361732714,,TAGA,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813c001_oEf5n2Ac8AINLfEJAMse3fQYnQEQXHA4fzAQYd.jpeg?from=2064092626,0.0,107.0,1765383979098,0,
7506560724152501043,1747757372,重庆,7506477765864983848,可是我的mate60pro打了两把lol手游就发烫啊[捂脸][捂脸][捂脸],59783759496,MS4wLjABAAAALOBKeDSUawL9iLyy14Pc5OXyFHXbzOIabSnDUMH0-Ws,12279064,,,霖霖公的御妻,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/mosaic-legacy_46b600124e1c1d638817.jpeg?from=2064092626,5.0,72956.0,1765383979101,0,
7506786969298256699,1747810045,陕西,7506477765864983848,马上各地水军就会赶到来黑，包括国内大侄子[捂脸],79196298897,MS4wLjABAAAAP7BA_VEe68Y8CDokS4tJGPWBlhwtGGftASwmqXu-fNA,188519278,mifeng5511,,蜜蜂影视,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813c000-ce_oAAfYieWAzB7vB0bIUjJd5A4DjiBfRK8gAE9E4.jpeg?from=2064092626,0.0,223.0,1765383979104,0,
7528752341060567860,1752924259,四川,7506477765864983848,"这台电脑最大的作用就是能让大家分辨出
谁是接商务不说实话的数码博主",1293469496641947,MS4wLjABAAAAxVxFsB02k9UyFI0pWhglhIHEk6t6_HbOye8-A9J43e43IOXk3BdnqP4h3bb_4tQv,86239071887,86239071887,,✝️,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813c001_o82GDiBTeAAOaIAJKOiEEpCA1A6gJ8AnJ0fEOB.jpeg?from=2064092626,0.0,13.0,1765383979106,0,
7506602761540567820,1747767208,河南,7506477765864983848,太好了，过过眼瘾，能不能过过手瘾[尬笑],3993862530673847,MS4wLjABAAAA2_1csE9cCK9n53WumHtW_bNjy1dyFtnD2hI6vEoR8ubr2Bps2kd7SdG1QGbwc8EQ,45939426224,45939426224,,珂珂妈咪～爆爆,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-avt-0015_e62f7e617c966270258905bc8e588d92.jpeg?from=2064092626,0.0,1.0,1765383979110,0,
7506672318690673467,1747783352,重庆,7506477765864983848,过两年买个二手的 5000 差不多了,110192441150,MS4wLjABAAAAVcXuzDvBvz-vTAZqdQxgipGUqTJQw_SB79mS0pd8krA,1940090941,yangbo17265,,李子魏,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-avt-0015_dff25ba8887e66d34312a90c92ab8075.jpeg?from=2064092626,0.0,38.0,1765383979115,0,
7507659587869934345,1748013220,广西,7506477765864983848,不就是一个折叠的平板吗？[捂脸],103096646632,MS4wLjABAAAArjMhdsS1fXSHu7tRbEZLVDS136kNLsltgmpwaxLK47Y,1745531662,,,柒哥视界,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-avt-0015_5404e2ebbe0cc9feb8d4971787d2a696.jpeg?from=2064092626,0.0,14.0,1765383979119,0,
7528465626131809062,1752860329,湖北,7506477765864983848,意思就是说搞得花里胡哨的就能以高价售出，还是华粉有钱 [调皮],103360068631,MS4wLjABAAAA1MsaEsCuAzk4WcacB15n6brjiGg-lGf9A3AtVUQ1ECY,1311502127,,,……,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-avt-0015_e0d72a2fcf91b9929593ff80b9761cde.jpeg?from=2064092626,0.0,2.0,1765383979120,0,
7273834532489642786,1693571583,福建,7273817331048959266,,66893307140,MS4wLjABAAAADEDirVUIZER91MvB_46HqT6RSXWKva6E7PPVOOTqzSI,62095026,86893307140,,用户0055941030069,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/aweme_default_avatar.png.jpeg?from=2064092626,2.0,2040.0,1765383986181,0,https://p3-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/86bfcaa937ab4e7ea66f35cf43b3384e~tplv-p14lwwcsbr-7.image?lk3s=7b078dd2&x-expires=1765404000&x-signature=77pwtijXlrnaOZsWD3zFlYw9St0%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=202512110026261DFAE8CC0048FD8B0173
7274103317785199397,1693634177,山东,7273817331048959266,"用了三年多的华为p40pro+,29号放在桌子上充电，不知怎么的突然大喊了一声""遥遥领先""就从桌子上跳了下去！",107914899023,MS4wLjABAAAArsEWTah1iu95KblNcdGYYoJ0jkXbjnmVmDzlfsxSdpY,2324282531,zzh940228,,菜鸟摄手大鸿,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813c001_oI54ZAzB7IQAzayfgBEAe3DMAV1FEB8YEAx8je.jpeg?from=2064092626,28.0,6375.0,1765383986185,0,https://p9-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/d9ccf5f0ea3048c6a8a27adb978539fe~tplv-p14lwwcsbr-7.image?lk3s=7b078dd2&x-expires=1765404000&x-signature=4wcQyMu0JY2BzsR8LZNKEx7ZDsA%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=202512110026261DFAE8CC0048FD8B0173
7274219514459325243,1693661222,山东,7273817331048959266,当代民族英雄任正非[赞][赞][赞]华为民族脊梁[赞][赞][赞],835228726208136,MS4wLjABAAAA-TNLSadpzAz6C-ZdNmRiOfx-u8ZzoG5Kx7JuHUzD8as,3489785266,yingxiang489,,映像,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813_okYDfBsreEYVbNAASfAA4ag8drIb2EfCMAS99I.jpeg?from=2064092626,3.0,60.0,1765383986187,0,https://p9-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/7baa9f4eb9024c7dbb52f0a03b24258a~tplv-p14lwwcsbr-7.image?lk3s=7b078dd2&x-expires=1765404000&x-signature=1LVdd1LTKL3bBMOAS7esWp0WGLk%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=202512110026261DFAE8CC0048FD8B0173
7273855490739700536,1693576466,四川,7273817331048959266,[发呆]4g咋了，山上也没5g啊。不能买？,108592562762,MS4wLjABAAAA1JKwkMSbnFLk7hWkK7useg8p9n3KTQAFF-bu0c4IO5Y,1896628255,q5513025,,修手机的阿健,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813c001_11d7bcad85f04370820bdf54b7f2e8ca.jpeg?from=2064092626,1.0,1558.0,1765383986190,0,https://p26-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/8d6f94b7ad24419192928558ae3d976d~tplv-p14lwwcsbr-7.image?lk3s=7b078dd2&x-expires=1765404000&x-signature=LtERCTseEFFPj6nqHzL%2FvMb38dc%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=202512110026261DFAE8CC0048FD8B0173
7280819658688381736,1695197945,福建,7273817331048959266,"手机vs苹果，基站vs爱立信，交换机vs思科，服务器vs IBM，麒麟vs高通，鸿蒙vs安卓，meta erp vs甲骨文，盘古大模型vs chat gpt，华为云vs亚马逊，屏幕vs康宁，pc系统vs微软，架构vs arm.
 华为一人单挑全球顶级科技[泪奔]
谁来帮帮华为分担一个发展[泪奔][泪奔]",97480664472,MS4wLjABAAAAzZYC4glgHw0sj4JCxiUoTrqC0lmXPcNob1oxpL0u_pY,874594743,,,寒江雪,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/mosaic-legacy_2d0840006e3a99a699fa7.jpeg?from=2064092626,1.0,122.0,1765383986192,0,
7294626734498661120,1698412641,安徽,7273817331048959266,今天脑子一抽去授权体验店问了一嘴。然后支付宝余额就发起了哀嚎[捂脸],102559164379,MS4wLjABAAAAViekkbcZxXM-K6nY7Bi2mpZ7UaaSP5p7G7_r2EPnqTQ,1394611884,229519452yy,,贤煦安好,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813_oEEIBANGEFAN2BAAQ7fDGeUzohhAbgRGLB4fEv.jpeg?from=2064092626,3.0,44.0,1765383986195,0,https://p3-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/4ffc4649ff5e4e91aee885d133a38272~tplv-p14lwwcsbr-7.image?lk3s=7b078dd2&x-expires=1765404000&x-signature=1rc4mjZxR4dekgzQGu%2BS%2Bh296mc%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=202512110026261DFAE8CC0048FD8B0173
7282748943854289683,1695647133,江西,7273817331048959266,mate60:昆仑玻璃，玄武框架，麒麟芯片，盘古模型，鸿蒙系统，泰山架构，这手机拿着感觉都辟邪,92352759371,MS4wLjABAAAA-WFiT3l34956-xuOoos7Su_KkXyJ7lyST8JFOA2CwYY,930949847,,,默享生活,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813_oQQPQeEQBAAg4B7sAIf6eAlANXgGJL5XpGKKSB.jpeg?from=2064092626,2.0,1311.0,1765383986199,0,
7291454803061342988,1697674121,陕西,7273817331048959266,512G的太难抢了，我媳妇抢了好久抢不到，没办法一万多加价-买了1T的。不出意外的话，两年后就是我的了[得意],102569568440,MS4wLjABAAAAQna2_IKnkmrBzRHQbwLGO1UepN-oNQNZDnn4zRBRiyE,1237154429,,,唐诗会背好几首,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-avt-0015_8e98f2e4a0da015ea96ff5e8c97dbe34.jpeg?from=2064092626,5.0,168.0,1765383986203,0,https://p3-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/192946fa0f444d4ead2d7de752fb40a8~tplv-p14lwwcsbr-7.image?lk3s=7b078dd2&x-expires=1765404000&x-signature=SR3Ws8qDewpP62963zDG2ckODOg%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=202512110026261DFAE8CC0048FD8B0173
7274458859350115124,1693716947,山东,7273817331048959266,华为发的纪念礼品[呲牙],1515553974924702,MS4wLjABAAAAI3dqDvqGYYvGSJ46ltOyG0hqDJnYqzlt_-LMMZh-h1OBORclW871VIvcfY-BkcjI,49632889161,49632889161,,农夫卡卡,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-avt-0015_b61a2085eb5a323b9cc12015057d6c83.jpeg?from=2064092626,0.0,263.0,1765383986206,0,https://p26-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/5a8ae91d1f764ab991d82c8a17f5646d~tplv-p14lwwcsbr-7.image?lk3s=7b078dd2&x-expires=1765404000&x-signature=Nl06A9ZJrmgcJj2V7DteOdETb8E%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=202512110026261DFAE8CC0048FD8B0173
7273854789577655092,1693576303,山东,7273817331048959266,猜猜华为这四年怎么过的[流泪][流泪],4446039820468349,MS4wLjABAAAAoF2IY1vsjs2qsdIvPt1SCuamYnoVQzRIBazJzbmHSMAxZ7TKvpnnjBf254bJ16sU,2801642042,13070704535w,,大眼萌妹🐷,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813c001_oYhCAcXfDcT0iAAxEgCseMsBgitAN8AI8qb3IA.jpeg?from=2064092626,5.0,14439.0,1765383986207,0,https://p11-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/03298cf8a3324304a1a6e80976defbcd~tplv-p14lwwcsbr-7.image?lk3s=7b078dd2&x-expires=1765404000&x-signature=l7bafgbB3v9iHnJmxZ8sEHones4%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=202512110026261DFAE8CC0048FD8B0173
7582139770105742080,1765354485,广东,7582107695525629247,,81306000804,MS4wLjABAAAA9GZPE39VycWWFb0oSqKKo4eV8BFnIPjqBw9tUJ5Jv1c,2183286781,,,严九: ı||ı|ıı|ı 12་་,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813c001_oAAp1sWf9pEYANAnC0DCIvFRAeTAgA6IiwNAQA.jpeg?from=2064092626,3.0,125.0,1765383993100,0,https://p3-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/ea70cc970068443a94e1746840995f13~tplv-p14lwwcsbr-7.image?lk3s=7b078dd2&x-expires=1765404000&x-signature=yNA8bGABGiGJZxpAGd7aLiV9e0U%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=202512110026330A3DAB18D57544ADBEB5
7582148894227432229,1765356610,内蒙古,7582107695525629247,董姐：军儿他说的是你不？[泪奔][泪奔][泪奔][泪奔],61347545178,MS4wLjABAAAAIcMfah3wKfSdrZz8h0j9d8aCr0ZKRPXy5HGrEDvqYB8,19614248,gx5218899,,夜空中最靓的鑫,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813_af74c7be77d446ad8f6017cc84358f20.jpeg?from=2064092626,25.0,2276.0,1765383993104,0,https://p26-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/5a3f9bda7de644878f4239ae5ba5ec45~tplv-p14lwwcsbr-7.image?lk3s=7b078dd2&x-expires=1765404000&x-signature=FwaeFs8OVdEf0AuyEkHtxDAlXaQ%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=202512110026330A3DAB18D57544ADBEB5
7582161350090195769,1765359511,吉林,7582107695525629247,140年工业史干翻2600年佛教史,1968563852411289,MS4wLjABAAAAIlZvt9UONAuwD4Y-Mv8VcUUa9e9AK2QL87mLlPjeCpM7LjqtDxunoWVC-m7JCjrl,52520834879,52520834879,,朕有话要说,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813c000-ce_ooK7JGeG8IfQ71PBYdeWGmKnaEyAoIcALAAjQg.jpeg?from=2064092626,18.0,217.0,1765383993107,0,https://p3-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/482c7f48014e4f81965f752e61fc60e1~tplv-p14lwwcsbr-7.image?lk3s=7b078dd2&x-expires=1765404000&x-signature=SykWQT%2BVISPKVsCFOHQLxvdqpKk%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=202512110026330A3DAB18D57544ADBEB5
