user_id,nickname,sex,sign,avatar,last_modify_ts,total_fans,total_liked,user_rank,is_official
24056649,爱鸽鸽-はと,男,爱折腾手机的玩飞车很强的UP主，平时就发点游戏和手机自己玩起来的体验，不是什么专业评测哈,https://i0.hdslb.com/bfs/face/9b6f2ac52e60e72e7a49ca64428f6ba99254a012.jpg,1765377801347,16700,162423,6,-1
100325647,高天之上11,保密,喜欢的可以点个关注，谢谢大家,https://i1.hdslb.com/bfs/face/860460774322764b07f02b15416fc036bff69710.jpg,1765377801352,32512,2573866,6,-1
471303350,大狸子切切里,女,B站微博油管同名  商务wx：cherrymiaojiang （备注来历）,https://i2.hdslb.com/bfs/face/a6d51b89c93517a72949b0a469126445cd4d33bd.jpg,1765377801359,2668846,14746131,6,0
12973858,燕山派,保密,白话侃科技，游走于科技与未来之间的门派,https://i1.hdslb.com/bfs/face/3fb2c59a92f7ba0440d895fdd34b7afebc1c9d15.jpg,1765377801365,1983,59296,5,-1
1015090530,下北沢最強,男,“提起輝煌的日不落帝國，就連倫敦街頭的乞丐也會抬起高傲的頭”,https://i0.hdslb.com/bfs/face/3f8f2c564a1778d74cc9731a5c8221c24a94b1de.webp,1765377801370,410,69075,5,-1
471993422,6GHz,男,手机独立评测，现在和将来都不接受任何手机评测充值            商务合作:six6ghz@qq.com（本人）,https://i2.hdslb.com/bfs/face/0a771056804e3a63a450cfbff866606369d1f9bd.jpg,1765377801378,265960,2362727,6,0
2135526770,冷眼丁一,保密,,https://i2.hdslb.com/bfs/face/b827cb8c91573978e93efe18eacb106f03468cb1.jpg,1765377801388,5898,1062973,5,-1
3546623430887724,野生诺杯尔,保密,新鲜野生工科博士 合作:mep19jt  不是贝，是杯，超大杯的杯,https://i0.hdslb.com/bfs/face/581d6dc4c48bac4c7b6580d8dad99ffe7dcd2379.jpg,1765377801395,3551,57849,3,-1
440675080,卡卡西不空卡,男,"合作：z18627140116（备注来意）
电脑外设｜平板配件｜相机配件等各种数码产品分享",https://i1.hdslb.com/bfs/face/66df839953b82347e8fd7d25e901a5fccccc61fc.jpg,1765377801403,10255,34738,6,-1
3494368484788380,科技美学那岩直播精华,保密,,https://i0.hdslb.com/bfs/face/d3f41462f5aa5a3cd190d2aea2a67f0d3401cd0f.jpg,1765377801408,3305,121767,3,-1
3546649838225603,沪漂小智,保密,"沪漂小智❤️爱数码
一位90后，爱捣鼓数码产品
支持国产科技进步?",https://i2.hdslb.com/bfs/face/a79bced93889156560f53e0a775c7829a8cc964d.jpg,1765377801415,523,152997,3,-1
3766866,科技美学,保密,微博、微信 @科技美学，在这里你可以找到最真实的数码产品测试；每天都会来带最新的数码产品资讯及体验！不定期抽奖送福利！,https://i0.hdslb.com/bfs/face/075a495d0531303f30bcc1d1c873bd4e81ba4e50.jpg,1765378417686,4455543,22140232,6,0
643565385,基地边缘,男,在科技与科幻之间随机漫步,https://i0.hdslb.com/bfs/face/2b03dc8767b4b5079d9ec1274ffbffbfd1e97efa.jpg,1765378417690,148924,869180,6,0
3546391234218906,生姜不驱寒,保密,【111】这个up真的很神秘个人觉得可以关注一下~需要视频中源文件给我发个1~,https://i0.hdslb.com/bfs/face/ca9cc46c30e4e5f47c99d014438b223ab56b0f70.jpg,1765378417695,10573,14778,6,-1
3546641141336743,奶牛科技,保密,带预算咨询&商务合作&收徒v：dsd1490,https://i1.hdslb.com/bfs/face/6838c355dead58bc14d51c03765b863b1f9274fb.jpg,1765378417701,1019,6618,5,-1
351162438,冷君ColdDream,保密,微博：冷君ColdDream，会分享数码日常商务合作联系WX:lengjuncold，数码搞机群88897330,https://i0.hdslb.com/bfs/face/31c310d04460d2bae3e9d8b862f39f6af1e45052.jpg,1765378417705,150669,1023906,6,0
367877,笔吧评测室,男,交流买本心得，帮助电脑小白。我们是笔记本电脑爱好者，欢迎关注我们的微信公众号：bibacps,http://i2.hdslb.com/bfs/face/816b2f8c9eb9bcc2784e923cd75dd42ec2c087a5.jpg,1765378417709,2545530,11053951,6,0
3493298314414346,纸飞机Paperfly,保密,"科学搞机，很多情绪。
商务wx：askyPaper。
交流群：693485166（壁纸在群文件）",https://i2.hdslb.com/bfs/face/67854e7280fd2a35517715f4eb313b55e64940ea.jpg,1765378417714,52068,470160,6,-1
471993422,6GHz,男,手机独立评测，现在和将来都不接受任何手机评测充值            商务合作:six6ghz@qq.com（本人）,https://i2.hdslb.com/bfs/face/0a771056804e3a63a450cfbff866606369d1f9bd.jpg,1765378417717,265962,2362734,6,0
1952124657,酸柠科技,保密,一花一世界，一吃一大碗，一逛一整天,https://i0.hdslb.com/bfs/face/07b2778a68cbbc7b7f5479c530098773d2f231eb.jpg,1765378417722,10553,60724,6,-1
3546753060047064,机克丝,保密,"?一个说人话的数码博主
?种草/吐槽双修
?求推荐打在评论区",https://i0.hdslb.com/bfs/face/09126c7922beb9457c8cfdfd7d8c52f4cbbdf268.jpg,1765378417726,4035,66502,3,-1
3546902624733812,海虹数码葛小强,男,企业V：13221212756  如加不上，发短信来，花姐一个一个加,https://i2.hdslb.com/bfs/face/c05f06a21556350b28c1967ded6b73483b3b471c.jpg,1765378417729,142198,1006248,6,0
626297715,荒草音乐,保密,合作Q：1242619736,https://i0.hdslb.com/bfs/face/d7b9ec37a9b159318cbf09d9d2ce43eba6cfaa12.jpg,1765378417733,394350,49681447,6,0
199833570,小新数码评测,男,"关注小新数码，购机少走弯路。
分享新机攻略，产品体验，购机推荐，价格行情。
商务合作：xxsmpc001（备注来意）",https://i0.hdslb.com/bfs/face/52c7941d31f6fe311ef50687139db375cb30ac5f.jpg,1765378417737,32889,187936,6,-1
381927576,一袋儿盐,男,智能科技开箱UP【不是评测】,https://i0.hdslb.com/bfs/face/e7b039cd9e51feb04e4f956d06fbf5d83d2ffefa.jpg,1765378417740,214878,1944705,6,0
398741612,程da胖,男,赛博导购员 商+ v：tuanandlion（备注品牌哦）,https://i2.hdslb.com/bfs/face/da2965e35d1d0562ec870529dd5c422bd7a65b67.jpg,1765378417744,74821,164551,6,-1
310268345,阿甘体验,男,还原本真，带给你最真实的产品体验报告！,https://i2.hdslb.com/bfs/face/b9f35dfeb20a54b7a31cbe7003d6d1ca5ea541fb.jpg,1765378417746,361941,2597208,6,0
471993422,6GHz,男,手机独立评测，现在和将来都不接受任何手机评测充值            商务合作:six6ghz@qq.com（本人）,https://i2.hdslb.com/bfs/face/0a771056804e3a63a450cfbff866606369d1f9bd.jpg,1765378417750,265962,2362734,6,0
1189120898,薇薇好甜鸭,女,,https://i2.hdslb.com/bfs/face/cf1ef9c2045e317dfe6dbe8659b6f7a69c7572d5.jpg,1765378585870,236,6084,3,-1
652522840,张雪峰说考研考公,男,带您全方位了解考研考公就业！,https://i1.hdslb.com/bfs/face/d641253ccbee6e9dec7af52156ae37c4488f77b1.jpg,1765378585873,565423,6622837,6,-1
1269455733,我是小鸭头呀,保密,最开心的事情就是看到你的支持ヾ(≧▽≦*)o网站:https://blog.yaqwq.top\^o^/,https://i0.hdslb.com/bfs/face/f8b9bc7471a832b6a328065d60715f6f751a33f3.jpg,1765378585875,5097,12770,6,-1
162776218,电子羊羊的香菜,保密,"商务合作：HF12140521没有空格
mcn 及平台招募勿扰",https://i1.hdslb.com/bfs/face/03ec86af1e56321c9633c3ca1ce9c22828279c0e.jpg,1765378585879,75128,529653,6,-1
8969156,小白测评,保密,一个工具性的科技数码频道  公众号/微博@小白测评  邮箱：wangjiong2016@icloud.com,https://i2.hdslb.com/bfs/face/09dd0d38633d567179784ac9a0d95ac1187ea71d.jpg,1765378585882,4537677,38814798,6,0
1451100415,我是柏森,男,手机体验   摄影先锋,https://i1.hdslb.com/bfs/face/12e4e619923c2331bde23ff2b79a76980552f5a7.jpg,1765378585883,27717,187845,6,-1
3493132421302556,钝角锐评,男,,https://i2.hdslb.com/bfs/face/1910e4be4250cb13819a9dfa88cafaf9237377ab.jpg,1765378585887,4317,33313,4,-1
31880257,差评硬件部,男,只测有趣的，只聊有用的，从硬件出发，带你探索科技生活的未来！商务合作请加V：maguabd01,https://i1.hdslb.com/bfs/face/224f69a9c045d4c66936620e2cb3feb2054ed43b.jpg,1765378585889,778367,5407772,6,-1
178690106,搞机所,男,淘宝店：搞机所电脑 微博:搞机所 商务合作微信gjsffff ,https://i2.hdslb.com/bfs/face/1d04316b1eb19a97d950a368af672421ff6224ee.jpg,1765378585890,2478243,12205423,6,0
471993422,6GHz,男,手机独立评测，现在和将来都不接受任何手机评测充值            商务合作:six6ghz@qq.com（本人）,https://i2.hdslb.com/bfs/face/0a771056804e3a63a450cfbff866606369d1f9bd.jpg,1765378585894,265962,2362735,6,0
10175373,阳极阳话Talk,男,"十一年科技数码宝贝
以独特的视角聊聊科技
商务合作vx：maguabd02",https://i0.hdslb.com/bfs/face/9f47616f804ddfd92fcfc61f483cc36b4a3c3dc9.jpg,1765378585896,337246,1087505,6,0
7990701,零炻,男,天狮学院外聘讲师，cherry studio认证讲师，10年软硬件开发经验，商务合作请私信,https://i0.hdslb.com/bfs/face/c48bf531c29fe2c139905707bf408b087121e75e.jpg,1765378585897,14099,38264,6,-1
17826808,橘六斤,男,爱数码、汽车,https://i1.hdslb.com/bfs/face/2afa28723de78dec9f735fd8732dbc20874989a3.jpg,1765378585899,331,4578,6,-1
322032202,炽夏夜之心,男,爱女神看男神赏音乐品动漫之心，炽热燃烧！一起来爱那些旷世神作和盛世美颜吧~,http://i1.hdslb.com/bfs/face/092e4110fa7d0a1e1c07bb45855e48be8f3f000b.jpg,1765378585902,95122,2597806,6,-1
102999485,华为终端,保密,2025，阿华继续冲鸭！！！,https://i2.hdslb.com/bfs/face/d09290cd18c3e048ca0b2eefa3647a487ed11b77.jpg,1765378585904,2077640,13371536,6,1
627040687,荐机行事,男,做你和手机之间的信使，让你的需求没有信息差,https://i1.hdslb.com/bfs/face/ccbe05fa9c005be5046fa3ca3d9105f713e61b66.jpg,1765378585907,91607,2043033,6,-1
3546979422440402,洋葱啖,保密,夜空中最亮的星,https://i2.hdslb.com/bfs/face/ec2d793ee8c49f9f2c91544af8480a57e5791213.jpg,1765378585911,44,1663,2,-1
3537124083108381,爱看直播的四蛋,保密,剪点儿男生爱看的，建议开启听视频（评论区请友好讨论）,https://i0.hdslb.com/bfs/face/7af570d6299abad2abf5a320cb13a2beeccf60c4.jpg,1765378585913,13894,548200,5,-1
37624285,TTJam,男,装串子太累，还是专注个人生活吧,https://i1.hdslb.com/bfs/face/bb6477bcc307554ef971c936dc4523e476b53085.jpg,1765378585915,1227,32762,6,-1
484435984,机圈懒大王,保密,,https://i1.hdslb.com/bfs/face/850fd24bda0777c805f81d34c652d8ff46da07fc.jpg,1765378585917,91452,2071788,6,-1
26745652,迪科技,男,一个科技小子,https://i1.hdslb.com/bfs/face/3f730c65d3583a79efbc56e4023ff48d895361e2.jpg,1765378801820,50230,710267,6,-1
471993422,6GHz,男,手机独立评测，现在和将来都不接受任何手机评测充值            商务合作:six6ghz@qq.com（本人）,https://i2.hdslb.com/bfs/face/0a771056804e3a63a450cfbff866606369d1f9bd.jpg,1765378801823,265961,2362736,6,0
12300996,胜利文绉绉,男,有趣、有用、黑科技,https://i0.hdslb.com/bfs/face/15bd494c63566ab3ecfe83a5e59b58a6d8442e78.jpg,1765378801826,1013911,4224169,6,0
3494368484788380,科技美学那岩直播精华,保密,,https://i0.hdslb.com/bfs/face/d3f41462f5aa5a3cd190d2aea2a67f0d3401cd0f.jpg,1765378801829,3305,121773,3,-1
483311105,先看评测,保密,先看评测再下单，用实验和数据帮你挑选家电产品。定期开团，戳私信。,https://i2.hdslb.com/bfs/face/043200dcc7c02a68a9ce5587ba5d1ebd785b27bf.jpg,1765378801830,2580486,13200805,6,0
28320379,一只数据汪,男,分享各类有趣数据,https://i1.hdslb.com/bfs/face/d3cadae35c1e8d83db1d2a1bfddddad770631d35.jpg,1765378801833,3378,155545,6,-1
85889869,蓝战非环球旅行,保密,"视频内容为蓝战非直播视频切片授权分享，非本人，请大家关注 @蓝战非OvO
有宝贵意见请私信～",https://i1.hdslb.com/bfs/face/81b0f5be4530118aeb755392cb3dfc185170fb5d.jpg,1765378801836,68056,2767526,6,-1
308037734,超公子说财商,男,"读一卷书，行二里路
提升认知，爱智求真
财经、法律、民生、时评、个人成长
随口说说，你可千万别当真",https://i2.hdslb.com/bfs/face/8462252ab858f8053ee47e92dc0b5bf92007aacc.jpg,1765378801839,14137,109650,5,0
3546890652092659,CoCo小何,男,CoCo小何同学，大学毕业5年广告行业职场人，抠门到家，教你网购能省一点是一点！,https://i1.hdslb.com/bfs/face/6a9fdae27bee55b353ea82a880f5cf6de7babb3a.jpg,1765378801841,11649,32752,4,-1
1828257533,机拍朱老师,男,"努力做最真实的手机测评，回复粉丝最多的up主！！
商务合作V myzhw8888注明来意 不接视频分发 不签约",https://i2.hdslb.com/bfs/face/4a4bb4e070e97155e28a92d11e8d74fbae8b9889.jpg,1765378801843,225888,1060264,6,0
1015090530,下北沢最強,男,“提起輝煌的日不落帝國，就連倫敦街頭的乞丐也會抬起高傲的頭”,https://i0.hdslb.com/bfs/face/3f8f2c564a1778d74cc9731a5c8221c24a94b1de.webp,1765378801845,410,69075,5,-1
3493077740161538,V社社长,保密,,https://i0.hdslb.com/bfs/face/member/noface.jpg,1765378801848,2,130,3,-1
99814696,科技瘾力,女,科技瘾力，烦恼尽弃。,http://i1.hdslb.com/bfs/face/3670c3fa574738ad58ffea0546061bcbd649496b.jpg,1765378801850,17530,177977,6,-1
25480023,花生説,男,"用心做长视频
商务合作V：HuashengTest 请备注来意 ",https://i0.hdslb.com/bfs/face/8661e5fb4b7f0409e414197675349d32bf009876.jpg,1765378801853,1228158,12799681,6,0
31880257,差评硬件部,男,只测有趣的，只聊有用的，从硬件出发，带你探索科技生活的未来！商务合作请加V：maguabd01,https://i1.hdslb.com/bfs/face/224f69a9c045d4c66936620e2cb3feb2054ed43b.jpg,1765378801855,778369,5407793,6,-1
3546599466731945,未时科技,保密,,https://i2.hdslb.com/bfs/face/537fa6c3589d91399407d1bc8d1f956b6c39b4f1.jpg,1765378801858,32,1934,3,-1
1828257533,机拍朱老师,男,"努力做最真实的手机测评，回复粉丝最多的up主！！
商务合作V myzhw8888注明来意 不接视频分发 不签约",https://i2.hdslb.com/bfs/face/4a4bb4e070e97155e28a92d11e8d74fbae8b9889.jpg,1765378801860,225888,1060264,6,0
276928941,林捂捂,男,"一个年纪轻轻就脱离了高级趣味的人…
全平台都叫林捂捂",https://i0.hdslb.com/bfs/face/130befe6530b010a915b2af8f8852b8a743fdbfa.jpg,1765378956485,1174497,6728841,6,0
249731128,任臻臻臻,男,,https://i1.hdslb.com/bfs/face/b2e8de1411c79512910094af3e88e20602e6867e.jpg,1765378956487,455,42755,6,-1
25910292,钟文泽,男,微博：@钟文泽 产品评测联系：zwzhezuo@icloud.com,http://i0.hdslb.com/bfs/face/6f7ef32a25419744130c42f63ff6b11c624f19e3.jpg,1765378956489,2411967,11332121,6,0
276928941,林捂捂,男,"一个年纪轻轻就脱离了高级趣味的人…
全平台都叫林捂捂",https://i0.hdslb.com/bfs/face/130befe6530b010a915b2af8f8852b8a743fdbfa.jpg,1765378956491,1174497,6728842,6,0
385265064,JlongZaiTian,男,人生犹如攀岩，每一步都要那么惊悚和热血方可到达目的地，希望大家点赞关注，我会一如既往分享励志热血作品。群：646118863,http://i0.hdslb.com/bfs/face/5481b4fa9fbf295a326eb9ed5b67edddaa8c8cd6.jpg,1765378956494,2590,252626,5,-1
390349949,如影随形inging,男,"哈工大研究生在读，以后会分享一些学校的日常，欢迎大家关注
参加过《复仇者联盟》《X战警》等好莱坞电影的观影工作",https://i2.hdslb.com/bfs/face/1c8b82c6a7f2eec0e410a7eaec36d29377e100dd.jpg,1765378956497,977,250940,5,-1
471303350,大狸子切切里,女,B站微博油管同名  商务wx：cherrymiaojiang （备注来历）,https://i2.hdslb.com/bfs/face/a6d51b89c93517a72949b0a469126445cd4d33bd.jpg,1765378956499,2668854,14746174,6,0
3546759812877247,彼咔丘,保密,欢迎交流科技，感谢你的支持！,https://i1.hdslb.com/bfs/face/91ae44bec165a13d4e3be14aa2bd86004a47f509.jpg,1765378956501,17241,695951,6,-1
17215194,呵呵呵埃里克,保密,,http://i0.hdslb.com/bfs/face/df4e7184377a6d2a396d722d69ec970b674fc6e0.jpg,1765378956503,52,1510,5,-1
598464467,苏星河牛通,男,一个测评软件的号，但遍布惊喜。（商务合作VX：vivianxiao12）,https://i2.hdslb.com/bfs/face/942c6938bff543d42212aa4c5f122108db808ef8.jpg,1765378956505,3106347,12530813,6,0
53233,千岁咲耶,保密,我只是个马甲而已=ω=,http://i1.hdslb.com/bfs/face/05ef693db0c6618652c5155fb5be5b3769ff51b2.jpg,1765378956507,16,157,3,-1
10175373,阳极阳话Talk,男,"十一年科技数码宝贝
以独特的视角聊聊科技
商务合作vx：maguabd02",https://i0.hdslb.com/bfs/face/9f47616f804ddfd92fcfc61f483cc36b4a3c3dc9.jpg,1765378956510,337246,1087506,6,0
3766866,科技美学,保密,微博、微信 @科技美学，在这里你可以找到最真实的数码产品测试；每天都会来带最新的数码产品资讯及体验！不定期抽奖送福利！,https://i0.hdslb.com/bfs/face/075a495d0531303f30bcc1d1c873bd4e81ba4e50.jpg,1765378956514,4455541,22140274,6,0
627040687,荐机行事,男,做你和手机之间的信使，让你的需求没有信息差,https://i1.hdslb.com/bfs/face/ccbe05fa9c005be5046fa3ca3d9105f713e61b66.jpg,1765378956516,91607,2043035,6,-1
12300996,胜利文绉绉,男,有趣、有用、黑科技,https://i0.hdslb.com/bfs/face/15bd494c63566ab3ecfe83a5e59b58a6d8442e78.jpg,1765378956519,1013912,4224181,6,0
484435984,机圈懒大王,保密,,https://i1.hdslb.com/bfs/face/850fd24bda0777c805f81d34c652d8ff46da07fc.jpg,1765378956521,91455,2071823,6,-1
